dat;n;p;M_max;Q;Overflow penalty;Time;Obj;GAP;Overflow;Dist;Route Time;% Collected;Avg Visit;Route;Nodes
abs3n35,dat;34;5;1;1017;50;232,3;7846,481;0,00%;16;7046,48;[[3,96], [3,98], [3,96], [3,83], [0]];72,89%;1,82;[[[0, 14, 19, 7, 29, 26, 34, 12, 4, 24, 23, 27, 32, 20, 17, 15, 9, 13, 35, 0]], [[0, 31, 25, 33, 28, 1, 11, 5, 32, 30, 22, 6, 8, 16, 2, 3, 35, 0]], [[0, 14, 26, 34, 12, 33, 4, 24, 10, 20, 17, 15, 9, 13, 18, 35, 0]], [[0, 19, 7, 29, 26, 33, 25, 24, 21, 23, 27, 5, 32, 8, 16, 22, 15, 35, 0]], []];28581
abs3n35,dat;34;5;1;1017;30;203,07;7526,481;0,00%;16;7046,48;[[3,96], [3,98], [3,96], [3,83], [0]];72,89%;1,82;[[[0, 14, 19, 7, 29, 26, 34, 12, 4, 24, 23, 27, 32, 20, 17, 15, 9, 13, 35, 0]], [[0, 31, 25, 33, 28, 1, 11, 5, 32, 30, 22, 6, 8, 16, 2, 3, 35, 0]], [[0, 14, 26, 34, 12, 33, 4, 24, 10, 20, 17, 15, 9, 13, 18, 35, 0]], [[0, 19, 7, 29, 26, 33, 25, 24, 21, 23, 27, 5, 32, 8, 16, 22, 15, 35, 0]], []];23424
abs3n35,dat;34;5;1;1017;10;124,8;6780,667;0,00%;151;5270,67;[[3,94], [3,93], [3,89], [0], [0]];70,25%;1,47;[[[0, 14, 7, 25, 24, 23, 4, 33, 26, 34, 12, 28, 1, 5, 32, 22, 15, 35, 0]], [[0, 31, 10, 20, 30, 32, 11, 8, 6, 16, 2, 9, 17, 13, 18, 35, 0]], [[0, 14, 19, 7, 29, 26, 34, 12, 33, 4, 25, 24, 21, 23, 27, 5, 32, 22, 15, 9, 3, 35, 0]], [], []];16592
abs3n35,dat;34;5;2;509;50;2692,21;8093,372;0,00%;4;7893,37;[[3,84, 0], [0, 3,97], [3,19, 3,07], [3,2, 0], [0, 0]];68,47%;1,97;[[[0, 14, 7, 26, 34, 33, 4, 24, 23, 27, 5, 32, 30, 20, 17, 15, 9, 13, 35, 0]], [[0, 31, 25, 33, 34, 12, 28, 1, 11, 16, 8, 32, 22, 9, 3, 35, 0]], [[0, 14, 7, 29, 26, 33, 4, 5, 32, 6, 8, 16, 2, 35, 0], [0, 19, 31, 24, 21, 10, 20, 17, 15, 9, 13, 18, 35, 0]], [[0, 25, 26, 34, 12, 33, 4, 24, 23, 27, 32, 30, 22, 15, 35, 0]], []];196302
abs3n35,dat;34;5;2;509;30;509,48;7783,136;0,00%;55;6133,14;[[0, 0], [3,5, 3,3], [3,73, 3,1], [0, 0], [0, 0]];75,58%;1,53;[[], [[0, 14, 7, 26, 4, 33, 34, 12, 28, 1, 11, 16, 35, 0], [0, 31, 25, 24, 23, 5, 32, 30, 22, 15, 9, 17, 13, 35, 0]], [[0, 14, 7, 29, 26, 34, 12, 33, 4, 21, 10, 20, 17, 15, 9, 13, 18, 35, 0], [0, 19, 25, 24, 23, 27, 5, 32, 22, 6, 8, 16, 2, 3, 35, 0]], [], []];30063
abs3n35,dat;34;5;2;509;10;83,02;6644,347;0,00%;63;6014,35;[[0, 0], [3,21, 3,41], [3,26, 3,5], [0, 0], [0, 0]];76,57%;1,5;[[], [[0, 31, 24, 23, 27, 5, 32, 30, 22, 15, 9, 17, 13, 35, 0], [0, 25, 4, 33, 26, 34, 12, 28, 1, 11, 8, 16, 35, 0]], [[0, 14, 7, 25, 24, 23, 21, 10, 20, 17, 15, 9, 13, 18, 35, 0], [0, 19, 29, 26, 34, 12, 33, 4, 5, 32, 22, 6, 8, 16, 2, 3, 35, 0]], [], []];3041
abs4n35,dat;34;5;1;1013;50;115,22;7337,395;0,00%;12;6737,4;[[3,77], [3,97], [3,6], [3,93], [0]];74,27%;1,85;[[[0, 34, 20, 9, 15, 5, 32, 18, 11, 25, 10, 21, 1, 31, 13, 35, 0]], [[0, 8, 20, 14, 24, 23, 16, 33, 26, 22, 27, 10, 12, 7, 29, 3, 1, 28, 6, 35, 0]], [[0, 20, 34, 2, 11, 4, 25, 17, 30, 18, 19, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 8, 15, 18, 14, 24, 23, 33, 26, 22, 10, 7, 21, 1, 28, 6, 35, 0]], []];13916
abs4n35,dat;34;5;1;1013;30;148,85;7072,138;0,00%;19;6502,14;[[3,24], [3,94], [3,97], [3,78], [0]];77,15%;1,76;[[[0, 34, 11, 25, 22, 10, 18, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 8, 20, 2, 14, 24, 23, 16, 33, 26, 12, 7, 29, 3, 1, 28, 6, 35, 0]], [[0, 20, 34, 11, 4, 25, 17, 22, 27, 10, 30, 18, 19, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 8, 15, 18, 14, 24, 23, 33, 26, 7, 10, 21, 1, 28, 6, 35, 0]], []];21828
abs4n35,dat;34;5;1;1013;10;489,08;6459,448;0,00%;39;6069,45;[[3,49], [3,84], [3,8], [3,13], [0]];77,87%;1,68;[[[0, 20, 34, 14, 24, 23, 16, 25, 11, 17, 22, 10, 1, 35, 0]], [[0, 8, 9, 15, 5, 32, 19, 18, 30, 10, 12, 7, 29, 3, 1, 28, 6, 13, 31, 35, 0]], [[0, 20, 34, 2, 14, 24, 11, 25, 4, 23, 16, 33, 26, 22, 27, 21, 35, 0]], [[0, 8, 9, 15, 5, 32, 18, 10, 7, 1, 28, 6, 13, 35, 0]], []];41298
abs4n35,dat;34;5;2;507;50;3600,01;8010,937;1,93%;7;7660,94;[[3,08, 0], [3,75, 2,63], [3,61, 0], [3,89, 0], [0, 0]];67,27%;1,94;[[[0, 34, 20, 9, 15, 5, 32, 18, 30, 10, 21, 1, 13, 35, 0]], [[0, 20, 34, 2, 14, 24, 23, 16, 33, 25, 11, 18, 19, 31, 13, 35, 0], [0, 8, 17, 22, 27, 10, 12, 7, 29, 3, 1, 28, 6, 35, 0]], [[0, 20, 34, 14, 11, 4, 25, 26, 22, 30, 18, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 20, 8, 15, 18, 24, 23, 33, 7, 10, 21, 1, 28, 35, 0]], []];135572
abs4n35,dat;34;5;2;507;30;3600,01;7647,789;2,77%;21;7017,79;[[0, 2,37], [3,48, 3,02], [0, 3,61], [0, 3,56], [0, 0]];71,39%;1,79;[[[0, 8, 9, 15, 5, 32, 31, 13, 6, 28, 1, 35, 0]], [[0, 20, 34, 2, 14, 24, 23, 16, 33, 25, 11, 17, 21, 35, 0], [0, 8, 19, 18, 30, 27, 22, 10, 12, 7, 29, 3, 1, 28, 6, 35, 0]], [[0, 20, 34, 11, 4, 25, 26, 22, 18, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 8, 15, 18, 14, 24, 23, 33, 10, 7, 1, 28, 35, 0]], []];114627
abs4n35,dat;34;5;2;507;10;3600,01;6524,065;1,15%;98;5544,07;[[0, 0], [3,68, 2,88], [3,06, 3,63], [0, 0], [0, 0]];78,22%;1,47;[[], [[0, 11, 14, 24, 23, 25, 22, 10, 7, 1, 28, 35, 0], [0, 20, 34, 8, 18, 19, 32, 9, 15, 5, 31, 13, 35, 0]], [[0, 8, 15, 5, 32, 18, 30, 17, 27, 12, 7, 29, 3, 1, 28, 6, 35, 0], [0, 20, 34, 2, 24, 11, 25, 4, 23, 16, 33, 26, 22, 10, 21, 35, 0]], [], []];180961
abs5n35,dat;34;5;1;1038;50;28,67;7205,124;0,00%;19;6255,12;[[3,85], [3,47], [3,87], [3,39], [0]];71,58%;1,88;[[[0, 28, 18, 33, 13, 8, 19, 34, 4, 9, 23, 3, 30, 22, 14, 27, 32, 35, 0]], [[0, 16, 31, 14, 20, 7, 25, 6, 3, 23, 12, 11, 17, 5, 24, 32, 35, 0]], [[0, 10, 28, 1, 18, 21, 33, 13, 2, 8, 19, 34, 4, 15, 9, 3, 30, 29, 26, 22, 24, 32, 35, 0]], [[0, 32, 24, 5, 11, 23, 3, 6, 25, 7, 20, 14, 27, 35, 0]], []];2530
abs5n35,dat;34;5;1;1038;30;9,47;6571,467;0,00%;36;5491,47;[[2,75], [3,71], [3,65], [3,51], [0]];78,26%;1,71;[[[0, 28, 18, 8, 19, 34, 4, 9, 23, 11, 5, 24, 32, 35, 0]], [[0, 32, 27, 16, 31, 14, 20, 7, 25, 6, 3, 30, 29, 26, 22, 35, 0]], [[0, 10, 28, 1, 18, 21, 33, 13, 2, 8, 19, 34, 4, 15, 9, 23, 12, 11, 17, 5, 24, 32, 35, 0]], [[0, 32, 24, 22, 26, 30, 3, 6, 25, 7, 20, 14, 35, 0]], []];573
abs5n35,dat;34;5;1;1038;10;13,29;5824,973;0,00%;40;5424,97;[[2,57], [3,71], [3,7], [3,43], [0]];81,68%;1,62;[[[0, 28, 8, 19, 34, 4, 9, 23, 11, 5, 24, 35, 0]], [[0, 32, 27, 16, 31, 14, 20, 7, 25, 6, 3, 30, 29, 26, 22, 35, 0]], [[0, 10, 28, 1, 18, 21, 33, 13, 2, 8, 19, 34, 4, 15, 9, 23, 12, 11, 17, 5, 24, 32, 35, 0]], [[0, 24, 22, 26, 30, 3, 6, 25, 7, 20, 14, 35, 0]], []];949
abs5n35,dat;34;5;2;519;50;1370,7;7492,296;0,00%;13;6842,3;[[0, 2,98], [3,17, 2,56], [0, 3,92], [3,03, 0], [0, 0]];67,53%;1,94;[[[0, 8, 19, 34, 4, 9, 23, 11, 24, 32, 27, 14, 35, 0]], [[0, 16, 31, 14, 20, 7, 25, 6, 3, 30, 29, 26, 22, 35, 0], [0, 10, 28, 1, 18, 21, 33, 2, 13, 23, 12, 11, 17, 5, 24, 32, 35, 0]], [[0, 28, 18, 33, 8, 19, 34, 4, 15, 9, 3, 30, 26, 20, 14, 27, 32, 35, 0]], [[0, 10, 32, 24, 5, 11, 23, 3, 6, 25, 20, 7, 22, 35, 0]], []];121019
abs5n35,dat;34;5;2;519;30;78,33;6809,045;0,00%;49;5339,05;[[0, 0], [2,82, 3,33], [3,1, 3,48], [0, 0], [0, 0]];75,86%;1,56;[[], [[0, 28, 8, 19, 34, 4, 9, 23, 11, 5, 24, 32, 35, 0], [0, 16, 31, 14, 20, 7, 25, 6, 3, 30, 29, 22, 35, 0]], [[0, 28, 1, 18, 21, 8, 19, 34, 4, 15, 9, 23, 12, 11, 17, 24, 32, 35, 0], [0, 10, 33, 2, 13, 5, 22, 26, 30, 3, 6, 25, 7, 20, 14, 27, 35, 0]], [], []];3131
abs5n35,dat;34;5;2;519;10;71,14;5829,045;0,00%;49;5339,05;[[0, 0], [2,82, 3,33], [3,48, 3,1], [0, 0], [0, 0]];75,86%;1,56;[[], [[0, 28, 8, 19, 34, 4, 9, 23, 11, 5, 24, 32, 35, 0], [0, 16, 31, 14, 20, 7, 25, 6, 3, 30, 29, 22, 35, 0]], [[0, 10, 33, 2, 13, 5, 22, 26, 30, 3, 6, 25, 7, 20, 14, 27, 35, 0], [0, 28, 1, 18, 21, 8, 19, 34, 4, 15, 9, 23, 12, 11, 17, 24, 32, 35, 0]], [], []];3421
abs1n40,dat;39;5;1;1126;50;3600,03;47894,324;86,98%;840;5894,32;[[3,87], [3,94], [3,92], [2,6], [0]];66,76%;1,21;[[[0, 32, 33, 22, 29, 19, 34, 28, 26, 17, 11, 5, 9, 14, 25, 8, 37, 3, 35, 40, 0]], [[0, 35, 24, 11, 5, 15, 13, 30, 39, 21, 7, 12, 38, 27, 20, 16, 23, 32, 36, 40, 0]], [[0, 37, 17, 19, 1, 4, 36, 40, 0]], [[0, 8, 5, 11, 14, 35, 40, 0]], []];34944
abs1n40,dat;39;5;1;1126;30;3600;16964,504;64,87%;341;6734,5;[[3,82], [3,97], [3,89], [3,56], [0]];67,97%;1,72;[[[0, 32, 33, 29, 22, 2, 6, 31, 1, 23, 16, 19, 28, 5, 18, 25, 8, 37, 14, 35, 40, 0]], [[0, 35, 9, 11, 17, 26, 15, 13, 30, 39, 21, 7, 38, 20, 25, 3, 32, 36, 40, 0]], [[0, 4, 18, 8, 37, 14, 9, 24, 5, 10, 28, 34, 19, 16, 23, 1, 31, 22, 40, 0]], [[0, 32, 3, 11, 17, 26, 15, 39, 21, 7, 20, 1, 2, 22, 36, 40, 0]], []];34791
abs1n40,dat;39;5;1;1126;10;3600,02;8109,475;33,17%;269;5419,48;[[3,68], [3,99], [3,23], [3,74], [0]];69,37%;1,49;[[[0, 32, 33, 29, 22, 2, 31, 6, 1, 19, 28, 5, 17, 11, 9, 14, 35, 40, 0]], [[0, 35, 32, 3, 37, 8, 18, 10, 15, 26, 13, 30, 39, 21, 7, 12, 38, 27, 20, 23, 16, 36, 40, 0]], [[0, 32, 33, 4, 8, 25, 18, 34, 19, 28, 5, 17, 11, 24, 9, 14, 35, 40, 0]], [[0, 33, 29, 2, 22, 36, 40, 0]], []];24403
abs1n40,dat;39;5;2;563;50;3600;7632,082;17,76%;3;7482,08;[[2,6, 0], [3,67, 3,05], [0, 3,95], [0, 3,51], [0, 0]];67,15%;1,87;[[[0, 29, 2, 31, 1, 20, 23, 16, 4, 32, 35, 40, 0]], [[0, 33, 4, 18, 15, 13, 30, 39, 21, 7, 12, 38, 27, 20, 1, 22, 36, 40, 0], [0, 32, 3, 37, 8, 25, 34, 19, 28, 5, 17, 11, 24, 9, 14, 35, 40, 0]], [[0, 35, 14, 24, 11, 17, 5, 26, 15, 10, 16, 23, 20, 6, 31, 29, 33, 32, 36, 40, 0]], [[0, 33, 22, 2, 1, 20, 27, 7, 39, 21, 19, 18, 8, 4, 32, 40, 0]], []];16552
abs1n40,dat;39;5;2;563;30;3600,01;25747,362;76,81%;534;9727,36;[[0, 3,6], [1,5, 3,83], [3,05, 3,4], [3,16, 2,82], [0, 0]];64,70%;1,62;[[[0, 33, 29, 22, 2, 1, 20, 27, 38, 12, 7, 21, 39, 15, 32, 35, 40, 0]], [[0, 24, 35, 36, 40, 0], [0, 29, 22, 33, 32, 3, 14, 37, 8, 18, 28, 19, 16, 23, 20, 1, 31, 40, 0]], [[0, 1, 12, 6, 31, 2, 40, 0], [0, 21, 39, 10, 19, 34, 18, 25, 8, 4, 29, 33, 32, 35, 36, 40, 0]], [[0, 23, 1, 20, 27, 7, 39, 10, 40, 0], [0, 15, 26, 9, 40, 0]], []];16195
abs1n40,dat;39;5;2;563;10;3600,01;7019,563;25,42%;42;6599,56;[[0, 2,73], [3,76, 1,8], [3,01, 3,94], [0, 0], [0, 0]];67,47%;1,64;[[[0, 22, 31, 1, 20, 19, 16, 23, 29, 33, 32, 35, 40, 0]], [[0, 33, 34, 27, 38, 12, 7, 21, 39, 30, 13, 26, 17, 11, 5, 8, 40, 0], [0, 35, 32, 9, 14, 37, 4, 36, 40, 0]], [[0, 33, 29, 16, 23, 20, 19, 28, 18, 8, 25, 4, 3, 32, 35, 40, 0], [0, 14, 24, 11, 5, 26, 15, 10, 39, 21, 7, 27, 1, 6, 31, 2, 22, 36, 40, 0]], [], []];11273
abs2n40,dat;39;5;1;1235;50;3600,02;19353,175;51,07%;250;6853,17;[[3,99], [3,97], [3,98], [3,7], [0]];72,42%;1,9;[[[0, 17, 14, 16, 23, 37, 20, 13, 12, 7, 1, 38, 29, 18, 2, 19, 36, 34, 40, 0]], [[0, 35, 32, 5, 21, 3, 37, 20, 4, 7, 1, 38, 33, 31, 8, 25, 36, 34, 9, 28, 22, 40, 0]], [[0, 2, 19, 36, 18, 27, 6, 29, 15, 12, 4, 26, 3, 39, 17, 11, 10, 24, 28, 22, 9, 40, 0]], [[0, 32, 21, 23, 16, 37, 20, 4, 7, 1, 38, 33, 31, 18, 8, 25, 36, 34, 40, 0]], []];146632
abs2n40,dat;39;5;1;1235;30;3600;14195,055;43,32%;249;6725,06;[[3,96], [3,88], [3,93], [3,67], [0]];74,88%;1,82;[[[0, 2, 1, 38, 29, 12, 13, 37, 3, 23, 16, 14, 30, 17, 28, 22, 40, 0]], [[0, 35, 32, 5, 21, 3, 37, 20, 4, 7, 1, 38, 33, 31, 18, 25, 19, 36, 34, 9, 40, 0]], [[0, 2, 19, 36, 25, 8, 18, 27, 6, 29, 15, 12, 4, 26, 3, 39, 17, 11, 10, 24, 28, 22, 40, 0]], [[0, 32, 21, 3, 23, 16, 37, 20, 4, 7, 1, 38, 33, 31, 18, 36, 34, 40, 0]], []];101060
abs2n40,dat;39;5;1;1235;10;3600,01;9087,901;23,63%;378;5307,9;[[3,91], [3,99], [3,55], [2,35], [0]];71,26%;1,56;[[[0, 11, 17, 14, 16, 3, 4, 7, 12, 1, 38, 33, 29, 31, 18, 8, 25, 2, 19, 36, 34, 40, 0]], [[0, 35, 32, 21, 3, 7, 20, 37, 39, 23, 17, 14, 30, 10, 24, 28, 22, 9, 40, 0]], [[0, 32, 5, 3, 26, 4, 7, 12, 15, 1, 38, 33, 29, 6, 27, 18, 8, 25, 19, 36, 34, 9, 40, 0]], [[0, 2, 28, 22, 40, 0]], []];75669
abs2n40,dat;39;5;2;618;50;3600,1;13178,679;39,67%;11;12628,68;[[2,81, 3,92], [3,96, 2,98], [3,33, 3,98], [3,33, 2,17], [0, 0]];61,01%;2,46;[[[0, 5, 32, 27, 38, 12, 15, 2, 40, 0], [0, 21, 3, 39, 26, 37, 20, 13, 7, 1, 33, 29, 6, 8, 25, 19, 36, 34, 40, 0]], [[0, 38, 33, 7, 13, 20, 37, 16, 23, 17, 14, 30, 10, 24, 28, 22, 40, 0], [0, 35, 32, 5, 21, 3, 4, 26, 1, 31, 18, 8, 36, 9, 40, 0]], [[0, 6, 29, 38, 4, 32, 18, 8, 25, 19, 36, 34, 9, 40, 0], [0, 3, 37, 14, 11, 23, 20, 13, 15, 12, 27, 2, 40, 0]], [[0, 21, 5, 39, 3, 20, 4, 26, 7, 1, 33, 31, 18, 25, 36, 40, 0], [0, 32, 16, 17, 10, 24, 28, 22, 40, 0]], []];21636
abs2n40,dat;39;5;2;618;30;3600,07;9925,378;24,53%;57;8215,38;[[3,8, 0], [3,93, 3,5], [3,53, 3,79], [0, 0], [0, 0]];64,98%;1,9;[[[0, 36, 34, 2, 7, 4, 13, 12, 29, 38, 21, 32, 35, 24, 40, 0]], [[0, 35, 32, 5, 39, 37, 20, 7, 31, 6, 27, 18, 8, 25, 19, 22, 28, 40, 0], [0, 11, 17, 14, 16, 23, 3, 1, 38, 2, 36, 34, 9, 40, 0]], [[0, 32, 3, 26, 13, 37, 23, 17, 14, 30, 10, 24, 28, 22, 40, 0], [0, 21, 20, 4, 7, 12, 15, 1, 38, 33, 29, 6, 27, 18, 8, 25, 2, 19, 36, 34, 9, 40, 0]], [], []];30480
abs2n40,dat;39;5;2;618;10;3600,11;9050,27;31,71%;57;8480,27;[[1,04, 3,3], [3,21, 3,51], [3,96, 3,87], [0, 0], [0, 0]];65,87%;1,9;[[[0, 2, 19, 36, 34, 40, 0], [0, 5, 7, 12, 13, 20, 37, 3, 21, 23, 14, 22, 40, 0]], [[0, 32, 21, 3, 20, 7, 4, 37, 39, 14, 17, 11, 28, 40, 0], [0, 35, 26, 1, 38, 33, 29, 31, 25, 18, 36, 34, 9, 40, 0]], [[0, 17, 16, 37, 20, 13, 15, 12, 26, 3, 21, 5, 32, 2, 19, 36, 34, 9, 22, 40, 0], [0, 25, 8, 18, 27, 6, 29, 38, 33, 1, 7, 4, 23, 14, 30, 10, 24, 28, 40, 0]], [], []];20546
abs3n40,dat;39;5;1;1185;50;63,72;7366,716;0,00%;19;6416,72;[[3,96], [3,96], [3,57], [3,56], [0]];72,61%;1,82;[[[0, 10, 20, 38, 5, 34, 31, 7, 32, 29, 17, 35, 11, 21, 14, 9, 18, 19, 16, 23, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 1, 28, 30, 32, 27, 25, 8, 6, 37, 3, 38, 22, 36, 40, 0]], [[0, 14, 21, 11, 35, 17, 29, 13, 33, 24, 19, 26, 18, 39, 15, 9, 16, 2, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 28, 32, 27, 8, 34, 5, 38, 36, 23, 4, 40, 0]], []];4388
abs3n40,dat;39;5;1;1185;30;119,04;6971,296;0,00%;22;6311,3;[[3,79], [3,9], [3,57], [3,57], [0]];73,37%;1,79;[[[0, 10, 20, 22, 38, 5, 34, 31, 7, 29, 17, 35, 11, 21, 14, 9, 18, 19, 16, 23, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 1, 28, 30, 32, 27, 25, 8, 6, 37, 3, 38, 36, 40, 0]], [[0, 14, 21, 11, 35, 17, 29, 13, 33, 24, 19, 26, 18, 39, 15, 9, 16, 2, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 28, 32, 27, 8, 34, 38, 22, 36, 23, 4, 40, 0]], []];9255
abs3n40,dat;39;5;1;1185;10;199,07;6531,296;0,00%;22;6311,3;[[3,79], [3,9], [3,57], [3,57], [0]];73,37%;1,79;[[[0, 10, 20, 22, 38, 5, 34, 31, 7, 29, 17, 35, 11, 21, 14, 9, 18, 19, 16, 23, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 1, 28, 30, 32, 27, 25, 8, 6, 37, 3, 38, 36, 40, 0]], [[0, 14, 21, 11, 35, 17, 29, 13, 33, 24, 19, 26, 18, 39, 15, 9, 16, 2, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 28, 32, 27, 8, 34, 38, 22, 36, 23, 4, 40, 0]], []];14471
abs3n40,dat;39;5;2;593;50;686,14;7382,635;0,00%;6;7082,64;[[2,77, 0], [3,58, 3,06], [3,64, 0], [3,24, 0], [0, 0]];68,21%;1,85;[[[0, 10, 20, 38, 5, 31, 7, 29, 17, 35, 11, 21, 14, 23, 40, 0]], [[0, 35, 17, 1, 28, 32, 27, 30, 13, 33, 19, 18, 9, 16, 2, 4, 40, 0], [0, 10, 20, 7, 12, 31, 34, 25, 8, 6, 37, 3, 38, 22, 36, 40, 0]], [[0, 20, 31, 12, 17, 29, 33, 24, 19, 26, 18, 39, 15, 35, 11, 21, 14, 23, 4, 40, 0]], [[0, 10, 20, 7, 28, 32, 27, 8, 6, 5, 38, 36, 4, 40, 0]], []];19307
abs3n40,dat;39;5;2;593;30;1166,11;7125,589;0,00%;30;6225,59;[[0, 3,97], [0, 3,81], [3,86, 3,19], [0, 0], [0, 0]];63,89%;1,79;[[[0, 10, 20, 7, 12, 31, 34, 37, 6, 8, 27, 32, 28, 29, 17, 35, 11, 21, 14, 9, 23, 4, 40, 0]], [[0, 10, 20, 38, 5, 34, 31, 7, 1, 28, 32, 30, 13, 35, 39, 18, 19, 16, 2, 40, 0]], [[0, 20, 7, 31, 12, 28, 32, 27, 25, 8, 6, 37, 3, 38, 22, 36, 40, 0], [0, 10, 14, 21, 11, 35, 17, 29, 33, 24, 19, 26, 18, 15, 9, 23, 4, 40, 0]], [], []];60850
abs3n40,dat;39;5;2;593;10;741,42;6177,238;0,00%;56;5617,24;[[0, 0], [2,99, 3,7], [3,86, 3,11], [0, 0], [0, 0]];78,06%;1,46;[[], [[0, 10, 20, 5, 34, 31, 12, 7, 29, 17, 35, 11, 21, 14, 40, 0], [0, 38, 37, 8, 27, 32, 28, 30, 13, 24, 19, 16, 2, 4, 40, 0]], [[0, 10, 20, 7, 31, 12, 1, 28, 32, 27, 25, 8, 6, 3, 38, 22, 36, 40, 0], [0, 14, 21, 11, 35, 17, 29, 33, 39, 15, 18, 19, 26, 9, 23, 4, 40, 0]], [], []];23615
abs4n40,dat;39;5;1;1157;50;829,03;15535,985;0,00%;182;6435,98;[[3,99], [3,85], [3,97], [3,8], [0]];77,63%;1,67;[[[0, 17, 31, 16, 13, 23, 12, 15, 2, 19, 32, 29, 33, 38, 36, 18, 8, 25, 9, 40, 0]], [[0, 27, 39, 6, 23, 31, 35, 14, 20, 30, 37, 24, 3, 28, 22, 10, 5, 40, 0]], [[0, 17, 4, 26, 11, 7, 15, 2, 19, 29, 33, 38, 36, 1, 18, 34, 8, 9, 40, 0]], [[0, 12, 15, 39, 6, 23, 16, 31, 14, 20, 30, 37, 21, 10, 5, 40, 0]], []];43275
abs4n40,dat;39;5;1;1157;30;496,68;11895,985;0,00%;182;6435,98;[[3,99], [3,85], [3,97], [3,8], [0]];77,63%;1,67;[[[0, 17, 31, 16, 13, 23, 12, 15, 2, 19, 32, 29, 33, 38, 36, 18, 8, 25, 9, 40, 0]], [[0, 27, 39, 6, 23, 31, 35, 14, 20, 30, 37, 24, 3, 28, 22, 10, 5, 40, 0]], [[0, 17, 4, 26, 11, 7, 15, 2, 19, 29, 33, 38, 36, 1, 18, 34, 8, 9, 40, 0]], [[0, 12, 15, 39, 6, 23, 16, 31, 14, 20, 30, 37, 21, 10, 5, 40, 0]], []];36791
abs4n40,dat;39;5;1;1157;10;524,15;8255,985;0,00%;182;6435,98;[[3,99], [3,85], [3,97], [3,8], [0]];77,63%;1,67;[[[0, 17, 31, 16, 13, 23, 12, 15, 2, 19, 32, 29, 33, 38, 36, 18, 8, 25, 9, 40, 0]], [[0, 27, 39, 6, 23, 31, 35, 14, 20, 30, 37, 24, 3, 28, 22, 10, 5, 40, 0]], [[0, 17, 4, 26, 11, 7, 15, 2, 19, 29, 33, 38, 36, 1, 18, 34, 8, 9, 40, 0]], [[0, 12, 15, 39, 6, 23, 16, 31, 14, 20, 30, 37, 21, 10, 5, 40, 0]], []];39603
abs4n40,dat;39;5;2;579;50;3600;8946,176;0,79%;26;7646,18;[[2,49, 0], [3,66, 3,76], [3,96, 0], [0, 3,92], [0, 0]];70,86%;1,87;[[[0, 17, 12, 15, 2, 19, 36, 18, 8, 25, 10, 5, 40, 0]], [[0, 17, 31, 16, 13, 35, 14, 20, 30, 37, 3, 28, 22, 21, 10, 5, 40, 0], [0, 7, 11, 12, 15, 23, 6, 39, 27, 32, 29, 33, 38, 36, 1, 34, 8, 9, 40, 0]], [[0, 17, 31, 14, 20, 30, 37, 24, 3, 26, 4, 7, 2, 19, 33, 36, 18, 40, 0]], [[0, 15, 23, 13, 6, 39, 32, 29, 33, 36, 18, 8, 25, 10, 5, 40, 0]], []];127339
abs4n40,dat;39;5;2;579;30;3600,01;8426,176;0,59%;26;7646,18;[[0, 2,49], [3,66, 3,76], [0, 3,96], [0, 3,92], [0, 0]];70,86%;1,87;[[[0, 17, 12, 15, 2, 19, 36, 18, 8, 25, 10, 5, 40, 0]], [[0, 17, 31, 16, 13, 35, 14, 20, 30, 37, 3, 28, 22, 21, 10, 5, 40, 0], [0, 7, 11, 12, 15, 23, 6, 39, 27, 32, 29, 33, 38, 36, 1, 34, 8, 9, 40, 0]], [[0, 17, 31, 14, 20, 30, 37, 24, 3, 26, 4, 7, 2, 19, 33, 36, 18, 40, 0]], [[0, 15, 23, 13, 6, 39, 32, 29, 33, 36, 18, 8, 25, 10, 5, 40, 0]], []];111045
abs4n40,dat;39;5;2;579;10;3600;7477,21;2,58%;163;5847,21;[[0, 0], [3,79, 3,68], [2,81, 3,85], [0, 0], [0, 0]];80,65%;1,44;[[], [[0, 23, 6, 39, 2, 19, 32, 29, 33, 36, 18, 8, 9, 40, 0], [0, 17, 31, 16, 13, 35, 14, 20, 30, 37, 3, 21, 10, 5, 40, 0]], [[0, 15, 7, 4, 26, 11, 18, 36, 33, 38, 1, 34, 8, 25, 40, 0], [0, 17, 12, 2, 27, 39, 6, 23, 31, 14, 20, 30, 37, 24, 3, 28, 22, 10, 5, 40, 0]], [], []];190043
